plane u v itype x0 y0 irot nvertices vx_0 vy_0 vx_1 vy_1 vx_2 vy_2 vx_3 vy_3 vx_4 vy_4 vx_5 vy_5 vx_6 vy_6 icassette_0 icassette_1 trigRate trigLinks dataRate_ld dataLinks_ld dataRate_hd dataLinks_hd MB wagon isEngine nROCs power mrot phi HDorLD hash hash_hdld dataPp0 trigPp0 dataPp0_type trigPp0_type WagonName isDepDCDC
33 7 5 FO 753.480 725.040 4 6 753.500 628.400 837.200 676.700 837.200 773.400 753.500 821.700 669.800 773.400 669.800 676.700 753.500 628.400 0 1 0.681 2.000 0.250 1.000 0.243 1.000 14 1 False 3 3.600 0 43.898 0 3307050 3307050 33100.000 33110.000 A A "" "F"
33 7 6 FO 669.760 870.050 4 6 669.800 773.400 753.500 821.700 753.500 918.400 669.800 966.700 586.000 918.400 586.000 821.700 669.800 773.400 0 1 0.675 2.000 0.244 1.000 0.239 1.000 16 1 False 3 3.600 0 52.411 0 3307060 3307060 33100.000 33110.000 A A "" "F"
33 7 7 FO 586.040 1015.060 1 6 586.000 918.400 669.800 966.700 669.800 1063.400 586.000 1111.700 502.300 1063.400 502.300 966.700 586.000 918.400 1 0 0.667 2.000 0.236 1.000 0.233 1.000 9 0 True 3 3.600 0 60.000 0 3307070 3307070 33200.000 33210.000 A A "" "F"
33 7 8 FO 502.320 1160.060 1 6 502.300 1063.400 586.000 1111.700 586.000 1208.400 502.300 1256.700 418.600 1208.400 418.600 1111.700 502.300 1063.400 1 0 0.669 2.000 0.230 1.000 0.227 1.000 11 0 True 3 3.600 0 66.587 0 3307080 3307080 33200.000 33210.000 A A "" "F"
33 7 9 FO 418.600 1305.070 1 6 418.600 1208.400 502.300 1256.700 502.300 1353.400 418.600 1401.700 334.900 1353.400 334.900 1256.700 418.600 1208.400 1 0 0.661 2.000 0.229 1.000 0.227 1.000 13 1 False 3 3.600 0 72.216 0 3307090 3307090 33200.000 33210.000 A A "" "F"
33 7 10 FO 334.880 1450.080 1 6 334.900 1353.400 418.600 1401.700 418.600 1498.400 334.900 1546.800 251.200 1498.400 251.200 1401.700 334.900 1353.400 1 0 0.657 2.000 0.223 1.000 0.222 1.000 19 1 False 3 3.600 0 76.996 0 3307100 3307100 33200.000 33210.000 A A "" "F"
33 7 11 FO 251.160 1595.090 1 6 251.200 1498.400 334.900 1546.800 334.900 1643.400 251.200 1691.800 167.400 1643.400 167.400 1546.800 251.200 1498.400 1 0 0.658 2.000 0.225 1.000 0.223 1.000 21 1 False 3 3.600 0 81.052 0 3307110 3307110 33201.000 33210.000 B A "" "F"
33 7 12 FOe 167.440 1740.100 5 6 167.400 1643.400 251.200 1691.800 251.200 1788.400 167.400 1836.800 83.700 1788.400 83.700 1691.800 167.400 1643.400 1 0 0.648 2.000 0.219 1.000 0.218 1.000 21 1 False 3 3.600 0 84.504 0 3307120 3307120 33201.000 33210.000 B A "" "F"
33 8 0 FO 1339.530 0.000 0 6 1339.500 -96.700 1423.200 -48.300 1423.200 48.300 1339.500 96.700 1255.800 48.300 1255.800 -48.300 1339.500 -96.700 0 0 0.666 2.000 0.229 1.000 0.227 1.000 8 1 False 3 3.600 0 0.000 0 3308000 3308000 33000.000 33010.000 A A "East2" "F"
33 8 1 FO 1255.810 145.010 0 6 1255.800 48.300 1339.500 96.700 1339.500 193.300 1255.800 241.700 1172.100 193.300 1172.100 96.700 1255.800 48.300 0 0 0.670 2.000 0.234 1.000 0.231 1.000 10 0 True 3 3.600 0 6.587 0 3308010 3308010 33000.000 33010.000 A A "West3" "F"
33 8 2 FO 1172.090 290.020 0 6 1172.100 193.300 1255.800 241.700 1255.800 338.400 1172.100 386.700 1088.400 338.400 1088.400 241.700 1172.100 193.300 0 0 0.673 2.000 0.239 1.000 0.235 1.000 12 0 True 3 3.600 0 13.898 0 3308020 3308020 33000.000 33010.000 A A "West3" "F"
33 8 3 FO 1088.370 435.020 0 6 1088.400 338.400 1172.100 386.700 1172.100 483.400 1088.400 531.700 1004.600 483.400 1004.600 386.700 1088.400 338.400 0 0 0.674 2.000 0.240 1.000 0.235 1.000 18 0 False 3 3.600 0 21.787 0 3308030 3308030 33000.000 33010.000 A A "" "F"
33 8 4 FO 1004.640 580.030 4 6 1004.600 483.400 1088.400 531.700 1088.400 628.400 1004.600 676.700 920.900 628.400 920.900 531.700 1004.600 483.400 0 1 0.674 2.000 0.242 1.000 0.237 1.000 24 1 False 3 3.600 0 30.000 0 3308040 3308040 33100.000 33110.000 A A "" "F"
33 8 5 FO 920.920 725.040 4 6 920.900 628.400 1004.600 676.700 1004.600 773.400 920.900 821.700 837.200 773.400 837.200 676.700 920.900 628.400 0 1 0.673 2.000 0.238 1.000 0.234 1.000 28 0 False 3 3.600 0 38.213 0 3308050 3308050 33101.000 33111.000 B B "" "F"
33 8 6 FO 837.200 870.050 4 6 837.200 773.400 920.900 821.700 920.900 918.400 837.200 966.700 753.500 918.400 753.500 821.700 837.200 773.400 0 1 0.670 2.000 0.237 1.000 0.233 1.000 14 1 False 3 3.600 0 46.102 0 3308060 3308060 33100.000 33110.000 A A "" "F"
33 8 7 FO 753.480 1015.060 4 6 753.500 918.400 837.200 966.700 837.200 1063.400 753.500 1111.700 669.800 1063.400 669.800 966.700 753.500 918.400 0 1 0.666 2.000 0.230 1.000 0.228 1.000 16 1 False 3 3.600 0 53.413 0 3308070 3308070 33100.000 33110.000 A A "" "F"
33 8 8 FO 669.760 1160.060 1 6 669.800 1063.400 753.500 1111.700 753.500 1208.400 669.800 1256.700 586.000 1208.400 586.000 1111.700 669.800 1063.400 1 0 0.662 2.000 0.228 1.000 0.227 1.000 9 1 False 3 3.600 0 60.000 0 3308080 3308080 33200.000 33210.000 A A "" "F"
33 8 9 FO 586.040 1305.070 1 6 586.000 1208.400 669.800 1256.700 669.800 1353.400 586.000 1401.700 502.300 1353.400 502.300 1256.700 586.000 1208.400 1 0 0.655 2.000 0.225 1.000 0.224 1.000 11 1 False 3 3.600 0 65.818 0 3308090 3308090 33200.000 33210.000 A A "" "F"
33 8 10 FO 502.320 1450.080 1 6 502.300 1353.400 586.000 1401.700 586.000 1498.400 502.300 1546.800 418.600 1498.400 418.600 1401.700 502.300 1353.400 1 0 0.651 2.000 0.224 1.000 0.223 1.000 13 1 False 3 3.600 0 70.893 0 3308100 3308100 33200.000 33210.000 A A "" "F"
33 8 11 FO 418.600 1595.090 1 6 418.600 1498.400 502.300 1546.800 502.300 1643.400 418.600 1691.800 334.900 1643.400 334.900 1546.800 418.600 1498.400 1 0 0.655 2.000 0.223 1.000 0.222 1.000 19 1 False 3 3.600 0 75.295 0 3308110 3308110 33200.000 33210.000 A A "" "F"
33 8 12 FOe 334.880 1740.100 1 6 334.900 1643.400 418.600 1691.800 418.600 1788.400 334.900 1836.800 251.200 1788.400 251.200 1691.800 334.900 1643.400 1 0 0.654 2.000 0.219 1.000 0.219 1.000 21 1 False 3 3.600 0 79.107 0 3308120 3308120 33201.000 33210.000 B A "" "F"
33 8 13 dOe 251.160 1885.100 1 5 334.900 1836.800 334.900 1885.100 167.400 1885.100 167.400 1836.800 251.200 1788.400 334.900 1836.800 0.000 0.000 1 0 0.644 1.000 0.144 1.000 0.144 1.000 21 1 False 2 2.400 0 82.411 0 3308130 3308130 33201.000 33210.000 B A "" "F"
33 9 0 FO 1506.970 0.000 0 6 1507.000 -96.700 1590.700 -48.300 1590.700 48.300 1507.000 96.700 1423.200 48.300 1423.200 -48.300 1507.000 -96.700 0 0 0.656 2.000 0.225 1.000 0.224 1.000 8 1 False 3 3.600 0 0.000 0 3309000 3309000 33000.000 33010.000 A A "" "F"
33 9 1 FO 1423.250 145.010 0 6 1423.200 48.300 1507.000 96.700 1507.000 193.300 1423.200 241.700 1339.500 193.300 1339.500 96.700 1423.200 48.300 0 0 0.654 2.000 0.226 1.000 0.225 1.000 10 1 False 3 3.600 0 5.818 0 3309010 3309010 33000.000 33010.000 A A "East3" "F"
33 9 2 FO 1339.530 290.020 0 6 1339.500 193.300 1423.200 241.700 1423.200 338.400 1339.500 386.700 1255.800 338.400 1255.800 241.700 1339.500 193.300 0 0 0.661 2.000 0.230 1.000 0.228 1.000 12 1 False 3 3.600 0 12.216 0 3309020 3309020 33000.000 33010.000 A A "East3" "F"
33 9 3 FO 1255.810 435.020 0 6 1255.800 338.400 1339.500 386.700 1339.500 483.400 1255.800 531.700 1172.100 483.400 1172.100 386.700 1255.800 338.400 0 0 0.663 2.000 0.231 1.000 0.229 1.000 18 0 True 3 3.600 0 19.106 0 3309030 3309030 33000.000 33010.000 A A "West2" "F"
33 9 4 FO 1172.090 580.030 4 6 1172.100 483.400 1255.800 531.700 1255.800 628.400 1172.100 676.700 1088.400 628.400 1088.400 531.700 1172.100 483.400 0 1 0.669 2.000 0.231 1.000 0.228 1.000 22 1 False 3 3.600 0 26.329 0 3309040 3309040 33100.000 33110.000 A A "" "F"
33 9 5 FO 1088.370 725.040 4 6 1088.400 628.400 1172.100 676.700 1172.100 773.400 1088.400 821.700 1004.600 773.400 1004.600 676.700 1088.400 628.400 0 1 0.663 2.000 0.229 1.000 0.228 1.000 24 1 False 3 3.600 0 33.670 0 3309050 3309050 33100.000 33110.000 A A "" "F"
33 9 6 FO 1004.640 870.050 4 6 1004.600 773.400 1088.400 821.700 1088.400 918.400 1004.600 966.700 920.900 918.400 920.900 821.700 1004.600 773.400 0 1 0.660 2.000 0.229 1.000 0.227 1.000 29 1 False 3 3.600 0 40.894 0 3309060 3309060 33101.000 33110.000 B A "" "F"
33 9 7 FO 920.920 1015.060 4 6 920.900 918.400 1004.600 966.700 1004.600 1063.400 920.900 1111.700 837.200 1063.400 837.200 966.700 920.900 918.400 0 1 0.663 2.000 0.228 1.000 0.227 1.000 14 0 True 3 3.600 0 47.784 0 3309070 3309070 33100.000 33110.000 A A "" "F"
33 9 8 FO 837.200 1160.060 4 6 837.200 1063.400 920.900 1111.700 920.900 1208.400 837.200 1256.700 753.500 1208.400 753.500 1111.700 837.200 1063.400 0 1 0.660 2.000 0.224 1.000 0.223 1.000 16 0 True 3 3.600 0 54.183 0 3309080 3309080 33100.000 33110.000 A A "" "F"
33 9 9 FO 753.480 1305.070 1 6 753.500 1208.400 837.200 1256.700 837.200 1353.400 753.500 1401.700 669.800 1353.400 669.800 1256.700 753.500 1208.400 1 0 0.655 2.000 0.220 1.000 0.219 1.000 9 1 False 3 3.600 0 60.000 0 3309090 3309090 33200.000 33210.000 A A "" "F"
33 9 10 FO 669.760 1450.080 1 6 669.800 1353.400 753.500 1401.700 753.500 1498.400 669.800 1546.800 586.000 1498.400 586.000 1401.700 669.800 1353.400 1 0 0.655 2.000 0.223 1.000 0.222 1.000 11 1 False 3 3.600 0 65.209 0 3309100 3309100 33200.000 33210.000 A A "" "F"
33 9 11 FO 586.040 1595.090 1 6 586.000 1498.400 669.800 1546.800 669.800 1643.400 586.000 1691.800 502.300 1643.400 502.300 1546.800 586.000 1498.400 1 0 0.657 2.000 0.221 1.000 0.220 1.000 13 1 False 3 3.600 0 69.827 0 3309110 3309110 33200.000 33210.000 A A "" "F"
33 9 12 FOe 502.320 1740.100 1 6 502.300 1643.400 586.000 1691.800 586.000 1788.400 502.300 1836.800 418.600 1788.400 418.600 1691.800 502.300 1643.400 1 0 0.646 2.000 0.219 1.000 0.218 1.000 19 1 False 3 3.600 0 73.898 0 3309120 3309120 33200.000 33210.000 A A "" "F"
33 10 0 aOe 1674.410 0.000 5 4 1590.700 -48.300 1758.100 48.300 1674.400 96.700 1590.700 48.300 1590.700 -48.300 0.000 0.000 0.000 0.000 0 0 0.656 1.000 0.147 1.000 0.147 1.000 8 1 False 3 3.600 0 0.000 0 3310000 3310000 33000.000 33010.000 A A "" "F"
33 10 1 FO 1590.690 145.010 0 6 1590.700 48.300 1674.400 96.700 1674.400 193.300 1590.700 241.700 1507.000 193.300 1507.000 96.700 1590.700 48.300 0 0 0.658 2.000 0.224 1.000 0.223 1.000 10 1 False 3 3.600 0 5.209 0 3310010 3310010 33000.000 33010.000 A A "" "F"
33 10 2 FO 1506.970 290.020 0 6 1507.000 193.300 1590.700 241.700 1590.700 338.400 1507.000 386.700 1423.200 338.400 1423.200 241.700 1507.000 193.300 0 0 0.658 2.000 0.225 1.000 0.224 1.000 12 1 False 3 3.600 0 10.894 0 3310020 3310020 33000.000 33010.000 A A "" "F"
33 10 3 FO 1423.250 435.020 0 6 1423.200 338.400 1507.000 386.700 1507.000 483.400 1423.200 531.700 1339.500 483.400 1339.500 386.700 1423.200 338.400 0 0 0.657 2.000 0.225 1.000 0.224 1.000 18 1 False 3 3.600 0 16.996 0 3310030 3310030 33000.000 33010.000 A A "East3" "F"
33 10 4 FO 1339.530 580.030 0 6 1339.500 483.400 1423.200 531.700 1423.200 628.400 1339.500 676.700 1255.800 628.400 1255.800 531.700 1339.500 483.400 0 0 0.656 2.000 0.226 1.000 0.225 1.000 20 0 True 3 3.600 0 23.413 0 3310040 3310040 33001.000 33010.000 B A "W_Hockey" "F"
33 10 5 FO 1255.810 725.040 4 6 1255.800 628.400 1339.500 676.700 1339.500 773.400 1255.800 821.700 1172.100 773.400 1172.100 676.700 1255.800 628.400 0 1 0.661 2.000 0.227 1.000 0.226 1.000 22 1 False 3 3.600 0 30.000 0 3310050 3310050 33100.000 33110.000 A A "" "F"
33 10 6 FO 1172.090 870.050 4 6 1172.100 773.400 1255.800 821.700 1255.800 918.400 1172.100 966.700 1088.400 918.400 1088.400 821.700 1172.100 773.400 0 1 0.657 2.000 0.225 1.000 0.224 1.000 24 0 True 3 3.600 0 36.587 0 3310060 3310060 33100.000 33110.000 A A "" "F"
33 10 7 FO 1088.370 1015.060 4 6 1088.400 918.400 1172.100 966.700 1172.100 1063.400 1088.400 1111.700 1004.600 1063.400 1004.600 966.700 1088.400 918.400 0 1 0.654 2.000 0.223 1.000 0.222 1.000 29 1 False 3 3.600 0 43.004 0 3310070 3310070 33101.000 33110.000 B A "" "F"
33 10 8 FO 1004.640 1160.060 4 6 1004.600 1063.400 1088.400 1111.700 1088.400 1208.400 1004.600 1256.700 920.900 1208.400 920.900 1111.700 1004.600 1063.400 0 1 0.654 2.000 0.224 1.000 0.223 1.000 14 0 False 3 3.600 0 49.107 0 3310080 3310080 33100.000 33110.000 A A "" "F"
33 10 9 FOe 920.920 1305.070 4 6 920.900 1208.400 1004.600 1256.700 1004.600 1353.400 920.900 1401.700 837.200 1353.400 837.200 1256.700 920.900 1208.400 0 1 0.653 2.000 0.220 1.000 0.220 1.000 16 0 False 3 3.600 0 54.791 0 3310090 3310090 33100.000 33110.000 A A "" "F"
33 10 10 aOe 837.200 1450.080 0 4 837.200 1353.400 837.200 1546.800 753.500 1498.400 753.500 1401.700 837.200 1353.400 0.000 0.000 0.000 0.000 1 0 0.648 1.000 0.147 1.000 0.147 1.000 9 1 False 3 3.600 0 60.000 0 3310100 3310100 33200.000 33210.000 A A "" "F"
33 10 11 FOe 753.480 1595.090 1 6 753.500 1498.400 837.200 1546.800 837.200 1643.400 753.500 1691.800 669.800 1643.400 669.800 1546.800 753.500 1498.400 1 0 0.649 2.000 0.218 1.000 0.218 1.000 11 1 False 3 3.600 0 64.715 0 3310110 3310110 33200.000 33210.000 A A "" "F"
33 10 12 aOe 669.760 1740.100 1 4 753.500 1691.800 586.000 1788.400 586.000 1691.800 669.800 1643.400 753.500 1691.800 0.000 0.000 0.000 0.000 1 0 0.644 1.000 0.144 1.000 0.144 1.000 13 1 False 3 3.600 0 68.948 0 3310120 3310120 33200.000 33210.000 A A "" "F"
33 11 1 FOe 1758.130 145.010 0 6 1758.100 48.300 1841.800 96.700 1841.800 193.300 1758.100 241.700 1674.400 193.300 1674.400 96.700 1758.100 48.300 0 0 0.653 2.000 0.221 1.000 0.220 1.000 10 1 False 3 3.600 0 4.715 0 3311010 3311010 33000.000 33010.000 A A "" "F"
33 11 2 FO 1674.410 290.020 0 6 1674.400 193.300 1758.100 241.700 1758.100 338.400 1674.400 386.700 1590.700 338.400 1590.700 241.700 1674.400 193.300 0 0 0.656 2.000 0.224 1.000 0.223 1.000 12 1 False 3 3.600 0 9.827 0 3311020 3311020 33000.000 33010.000 A A "" "F"
33 11 3 FO 1590.690 435.020 0 6 1590.700 338.400 1674.400 386.700 1674.400 483.400 1590.700 531.700 1507.000 483.400 1507.000 386.700 1590.700 338.400 0 0 0.656 2.000 0.223 1.000 0.222 1.000 18 1 False 3 3.600 0 15.295 0 3311030 3311030 33000.000 33010.000 A A "" "F"
33 11 4 FO 1506.970 580.030 0 6 1507.000 483.400 1590.700 531.700 1590.700 628.400 1507.000 676.700 1423.200 628.400 1423.200 531.700 1507.000 483.400 0 0 0.657 2.000 0.224 1.000 0.223 1.000 20 1 False 3 3.600 0 21.052 0 3311040 3311040 33001.000 33010.000 B A "E_Triangle" "F"
33 11 5 FO 1423.250 725.040 4 6 1423.200 628.400 1507.000 676.700 1507.000 773.400 1423.200 821.700 1339.500 773.400 1339.500 676.700 1423.200 628.400 0 0 0.657 2.000 0.221 1.000 0.220 1.000 20 0 False 3 3.600 0 26.995 0 3311050 3311050 33001.000 33010.000 B A "" "F"
33 11 6 FO 1339.530 870.050 4 6 1339.500 773.400 1423.200 821.700 1423.200 918.400 1339.500 966.700 1255.800 918.400 1255.800 821.700 1339.500 773.400 0 1 0.655 2.000 0.223 1.000 0.222 1.000 22 0 True 3 3.600 0 33.004 0 3311060 3311060 33100.000 33110.000 A A "" "F"
33 11 7 FO 1255.810 1015.060 4 6 1255.800 918.400 1339.500 966.700 1339.500 1063.400 1255.800 1111.700 1172.100 1063.400 1172.100 966.700 1255.800 918.400 0 1 0.652 2.000 0.223 1.000 0.222 1.000 24 0 False 3 3.600 0 38.948 0 3311070 3311070 33100.000 33110.000 A A "" "F"
33 11 8 FO 1172.090 1160.060 4 6 1172.100 1063.400 1255.800 1111.700 1255.800 1208.400 1172.100 1256.700 1088.400 1208.400 1088.400 1111.700 1172.100 1063.400 0 1 0.656 2.000 0.222 1.000 0.221 1.000 29 0 True 3 3.600 0 44.704 0 3311080 3311080 33101.000 33110.000 B A "" "F"
33 11 9 FO 1088.370 1305.070 4 6 1088.400 1208.400 1172.100 1256.700 1172.100 1353.400 1088.400 1401.700 1004.600 1353.400 1004.600 1256.700 1088.400 1208.400 0 1 0.656 2.000 0.222 1.000 0.221 1.000 14 0 False 3 3.600 0 50.173 0 3311090 3311090 33100.000 33110.000 A A "" "F"
33 11 10 FOe 1004.640 1450.080 4 6 1004.600 1353.400 1088.400 1401.700 1088.400 1498.400 1004.600 1546.800 920.900 1498.400 920.900 1401.700 1004.600 1353.400 0 1 0.645 2.000 0.218 1.000 0.218 1.000 16 0 False 3 3.600 0 55.285 0 3311100 3311100 33100.000 33110.000 A A "" "F"
33 12 2 aOe 1841.850 290.020 0 4 1841.800 193.300 1841.800 386.700 1758.100 338.400 1758.100 241.700 1841.800 193.300 0.000 0.000 0.000 0.000 0 0 0.651 1.000 0.147 1.000 0.147 1.000 12 1 False 3 3.600 0 8.948 0 3312020 3312020 33000.000 33010.000 A A "" "F"
33 12 3 FOe 1758.130 435.020 0 6 1758.100 338.300 1841.900 386.700 1841.900 483.400 1758.100 531.700 1674.400 483.400 1674.400 386.700 1758.100 338.300 0 0 0.649 2.000 0.223 1.000 0.222 1.000 18 1 False 3 3.600 0 13.898 0 3312030 3312030 33000.000 33010.000 A A "" "F"
33 12 4 FOe 1674.410 580.030 0 6 1674.400 483.400 1758.100 531.700 1758.100 628.400 1674.400 676.700 1590.700 628.400 1590.700 531.700 1674.400 483.400 0 0 0.658 2.000 0.221 1.000 0.220 1.000 20 1 False 3 3.600 0 19.107 0 3312040 3312040 33001.000 33010.000 B A "" "F"
33 12 5 FOe 1590.690 725.040 4 6 1590.700 628.400 1674.400 676.700 1674.400 773.400 1590.700 821.700 1507.000 773.400 1507.000 676.700 1590.700 628.400 0 0 0.652 2.000 0.218 1.000 0.218 1.000 20 1 False 3 3.600 0 24.504 0 3312050 3312050 33001.000 33010.000 B A "" "F"
33 12 6 bOe 1506.970 870.050 1 5 1590.700 821.700 1507.000 966.700 1423.200 918.400 1423.200 821.700 1507.000 773.400 1590.700 821.700 0.000 0.000 0 0 0.649 1.000 0.194 1.000 0.194 1.000 20 0 False 3 3.600 0 30.000 0 3312060 3312060 33001.000 33010.000 B A "" "F"
33 12 7 FOe 1423.250 1015.060 4 6 1423.200 918.400 1507.000 966.700 1507.000 1063.400 1423.200 1111.700 1339.500 1063.400 1339.500 966.700 1423.200 918.400 0 1 0.659 2.000 0.221 1.000 0.221 1.000 22 0 False 3 3.600 0 35.496 0 3312070 3312070 33100.000 33110.000 A A "" "F"
33 12 8 FOe 1339.530 1160.060 4 6 1339.500 1063.400 1423.200 1111.700 1423.200 1208.400 1339.500 1256.700 1255.800 1208.400 1255.800 1111.700 1339.500 1063.400 0 1 0.654 2.000 0.222 1.000 0.221 1.000 24 0 False 3 3.600 0 40.893 0 3312080 3312080 33100.000 33110.000 A A "" "F"
33 12 9 FOe 1255.810 1305.070 4 6 1255.800 1208.400 1339.500 1256.700 1339.500 1353.400 1255.800 1401.700 1172.100 1353.400 1172.100 1256.700 1255.800 1208.400 0 1 0.650 2.000 0.219 1.000 0.218 1.000 29 0 False 3 3.600 0 46.102 0 3312090 3312090 33101.000 33110.000 B A "" "F"
33 12 10 aOe 1172.090 1450.080 1 4 1255.800 1401.700 1088.400 1498.400 1088.400 1401.700 1172.100 1353.400 1255.800 1401.700 0.000 0.000 0.000 0.000 0 1 0.646 1.000 0.144 1.000 0.144 1.000 14 0 False 3 3.600 0 51.052 0 3312100 3312100 33100.000 33110.000 A A "" "F"
33 13 5 dOe 1758.130 725.040 0 5 1758.100 628.400 1800.000 652.500 1716.300 797.500 1674.400 773.400 1674.400 676.700 1758.100 628.400 0.000 0.000 0 0 0.642 1.000 0.144 1.000 0.144 1.000 20 1 False 2 2.400 0 22.411 0 3313050 3313050 33001.000 33010.000 B A "" "F"
33 13 8 dOe 1506.970 1160.060 0 5 1507.000 1063.400 1548.800 1087.600 1465.100 1232.600 1423.200 1208.400 1423.200 1111.700 1507.000 1063.400 0.000 0.000 0 1 0.643 1.000 0.144 1.000 0.144 1.000 22 0 False 2 2.400 0 37.589 0 3313080 3313080 33100.000 33110.000 A A "" "F"
